Week,Mun,Ncasos,Year,Ncasos_lead,Ncasos_lag,Ncasos_lagroll_15,Ncasos_lagroll_30,EDAR,nHab,N1,N2,IP4,E,caudal,lluvia,Fecha,sars2,sars,n1_fill,f_num,n1_loess,n1_loess_15,n1_loess_30,sars_loess,sars_loess_15,sars_loess_30,sars2_loess,sars2_loess_15,sars2_loess_30,Month
2021 48,TARRAGONA,294,2021,349,191,141,93,TARRAGONA,135436,36833,36324,NA,NA,25095,NA,2021-11-29,36324,36833,36833,18960,26441.26538310817,18413.43434126516,20306.07811494242,30270.791497757684,26565.64673177226,29647.169044370738,24615.8603203944,22992.252472359913,26119.111000701512,11
2021 49,TARRAGONA,349,2021,543,294,242.5,158.5,TARRAGONA,135436,9180,8179,NA,NA,22973,NA,2021-12-08,8179,9180,9180,18969,10385.603299422153,17025.121700701926,47428.24880464979,22860.501965786836,32178.620587983012,61703.30317105087,21368.64462432542,31657.430818056204,60474.80350833034,12
2021 50,TARRAGONA,543,2021,1472,349,321.5,231.25,TARRAGONA,135436,91863,136044,NA,NA,24085,NA,2021-12-13,136044,136044,91863,18974,23664.6401019817,76443.06326803443,101112.56724394986,41496.73921017919,96840.95961032949,121898.4612164935,41946.21701178698,97957.35454430079,122498.15886312208,12
2021 51,TARRAGONA,1472,2021,2138,543,446,344.25,TARRAGONA,135436,51475,64498,NA,NA,24722,NA,2021-12-20,64498,64498,51475,18981,129221.48643408714,185200.01278719777,180617.45048643634,152185.1800104798,211618.30184500397,207715.9679812095,153968.49207681458,213338.88690818797,208111.05516586063,12
2021 52,TARRAGONA,2138,2021,136,1472,1007.5,664.5,TARRAGONA,135436,95561,142221,NA,NA,23378,NA,2021-12-27,142221,142221,95561,18988,241178.53914030842,284791.83770483825,271971.38801514416,271051.4236795282,318590.9763520895,307562.3338062755,272709.28173956135,318264.7557874205,306195.0937055153,12
2022 01,TARRAGONA,3040,2022,4053,136,1137,1072.25,TARRAGONA,134883,201129,222170,NA,NA,23378,NA,2022-01-03,222170,222170,201129,18995,328405.13626936806,358742.76324309054,330906.0563412721,366130.52902465087,403506.36576754705,384430.1488552098,363820.2298352797,399051.30050284264,380177.5525139274,01
2022 02,TARRAGONA,4053,2022,5150,3040,1588,1696.5,TARRAGONA,134883,991282,1017243,NA,NA,24304,NA,2022-01-10,1017243,1017243,991282,19002,389080.390216813,377020.2749777059,347742.6768563567,440882.2025104432,450269.32135833014,426850.6616152252,434282.37117040565,442090.3492404343,419190.5282007924,01
2022 03,TARRAGONA,5150,2022,4004,4053,3546.5,2341.75,TARRAGONA,134883,133154,271818,NA,NA,23571,NA,2022-01-17,271818,271818,133154,19009,364960.15973859886,336742.59046962275,315920.55840781546,459656.44020621706,450194.9574629034,419660.17884720827,449898.32731046295,439329.7558987421,409966.99542927544,01
2022 04,TARRAGONA,4004,2022,2297,5150,4601.5,3094.75,TARRAGONA,134883,227315,182852,NA,NA,23576,NA,2022-01-24,182852,227315,227315,19016,308525.02120064665,254820.841837925,241864.4288469878,440733.47471958975,389051.0363360864,364844.78728456923,428761.1844870213,377843.6416181166,354849.6730390649,01
2022 05,TARRAGONA,2297,2022,1369,4004,4577,4061.75,TARRAGONA,134883,173403,429781,NA,NA,23543,NA,2022-01-31,429781,429781,173403,19023,201116.66247520337,146986.26722435284,168394.55579225955,337368.59795258305,279494.617106235,292213.8707783851,326926.09874921193,270369.5901793877,283707.34671132115,01
2022 06,TARRAGONA,1369,2022,949,2297,3150.5,3876,TARRAGONA,134883,144698,383298,NA,NA,23054,NA,2022-02-07,383298,383298,144698,19030,92855.87197350232,81968.2697465941,107841.32210147512,221620.63625988702,195376.70522068377,213909.68612646402,213813.08160956355,189571.05180452575,208341.82499956855,02
2022 07,TARRAGONA,949,2022,819,1369,1833,3205,TARRAGONA,134883,44034,38432,NA,NA,24123,NA,2022-02-14,38432,44034,44034,19037,71080.66751968589,68696.37697859737,70037.8972689483,169132.77418148052,148324.75514669297,147744.58385610595,165329.02199948797,146314.05981974935,144278.7765314165,02
2022 08,TARRAGONA,819,2022,918,949,1159,2154.75,TARRAGONA,134883,38589,52155,NA,NA,23175,NA,2022-02-21,52155,52155,38589,19044,66312.08643750886,58107.5247913025,57930.587395596434,127516.73611190545,100112.46249152813,107012.02679561039,127299.09764001073,98986.5012583072,104961.02299977961,02
2022 09,TARRAGONA,918,2022,770,819,884,1358.5,TARRAGONA,134883,70667,96609,NA,NA,23349,NA,2022-02-28,96609,96609,70667,19051,49902.96314509614,47164.79781259548,51272.57846987825,72708.18887115082,65699.29844452778,79270.24373683984,70673.90487660366,63607.98617980988,77506.8022046525,02
2022 10,TARRAGONA,770,2022,677,918,868.5,1013.75,TARRAGONA,134883,80053,137276,NA,NA,23318,NA,2022-03-07,137276,137276,80053,19058,44426.63248009481,44437.632148453995,44606.562674785666,58690.40801790476,58428.024982151546,59291.236443740636,56542.06748301611,56027.10315099779,56717.07749977691,03
2022 11,TARRAGONA,677,2022,385,770,844,864,TARRAGONA,134883,37156,22640,NA,NA,26094,NA,2022-03-14,22640,37156,37156,19065,44448.63181681317,42048.32753697584,42005.267536041785,58165.64194639833,52883.17444295349,51704.52698499114,55512.13881897948,49826.16881974394,48450.69206290367,03
2022 12,TARRAGONA,385,2022,179,677,723.5,796,TARRAGONA,134883,5931,6532,NA,NA,NA,NA,2022-03-21,6532,6532,5931,19072,39648.0232571385,39572.90292362957,45489.75719493647,47600.706939508644,44981.02898783074,51675.88450465439,44140.198820508405,40874.280974809546,47104.62237854057,03
2022 13,TARRAGONA,179,2022,152,385,531,687.5,TARRAGONA,134883,70548,77678,NA,NA,26010,NA,2022-03-28,77678,77678,70548,19079,39497.78259012062,48931.186852897095,54213.68061076958,42361.35103615284,50468.594566355285,56806.23172189177,37608.363129110694,44383.075937337184,50311.924919142264,03
2022 14,TARRAGONA,152,2022,171,179,282,502.75,TARRAGONA,134883,26844,26900,NA,NA,25090,NA,2022-04-04,26900,26900,26844,19086,58364.59111567356,68854.4582979096,67890.1517184566,58575.83809655773,68631.4344559528,68366.7372165418,51157.78874556368,59749.56886347498,59250.85290776146,04
2022 15,TARRAGONA,171,2022,214,152,165.5,348.25,TARRAGONA,134883,79124,54736,NA,NA,24270,NA,2022-04-11,54736,79124,79124,19093,79344.32548014562,86849.11658401611,83546.866405206,78687.03081534787,86264.87986672831,83344.62689219156,68341.34898138628,74118.62987818572,71411.40405707668,04
2022 16,TARRAGONA,214,2022,220,171,161.5,221.75,TARRAGONA,134883,88942,88340,NA,NA,24909,NA,2022-04-19,88340,88942,88942,19101,94353.90768788659,98239.2745125024,93955.76451037232,93842.72891810877,98057.81932843033,93836.60359183661,79895.91077498517,83073.23925067838,79684.03603074019,04
2022 17,TARRAGONA,220,2022,271,214,192.5,179,TARRAGONA,134883,188702,161372,NA,NA,27583,NA,2022-04-25,161372,188702,188702,19107,102124.6413371182,101062.41243672851,97628.80033813998,102272.90973875189,101408.32731694491,98147.23904192395,86250.5677263716,85249.44218329465,82714.4674802065,04
2022 18,TARRAGONA,271,2022,296,220,217,189.25,TARRAGONA,134883,22221,5524,NA,NA,26941,NA,2022-05-02,5524,22221,22221,19114,100000.18353633881,97018.32616377756,94402.26891635824,100543.74489513793,98236.6587554176,96434.75167009264,84248.31664021772,82355.69570973462,81092.65531590894,05
2022 19,TARRAGONA,296,2022,217,271,245.5,219,TARRAGONA,134883,115724,100889,NA,NA,25170,NA,2022-05-09,100889,115724,115724,19121,94036.46879121629,87742.12539598795,87315.34267388513,95929.57261569725,91461.17602324035,91852.98695282875,80463.07477925153,76935.86844852322,77755.8899482949,05
2022 20,TARRAGONA,217,2022,193,296,283.5,250.25,TARRAGONA,134883,87667,105414,NA,NA,23730,NA,2022-05-16,105414,105414,87667,19128,81447.7820007596,77612.3591839927,80759.53088160687,86992.77943078346,85469.31515023991,87703.51344646837,73408.66211779493,73156.08418685518,74919.68735221933,05
2022 21,TARRAGONA,193,2022,212,217,256.5,251,TARRAGONA,134883,56073,47356,NA,NA,29193,NA,2022-05-23,47356,56073,56073,19135,73776.93636722578,73776.93636722578,76390.18222576339,83945.85086969638,83945.85086969638,87027.52788519001,72903.50625591545,72903.50625591545,76290.20658065751,05
2022 21,TARRAGONA,193,2022,212,217,256.5,251,TARRAGONA,134883,83245,49760,NA,NA,29193,NA,2022-05-23,49760,83245,83245,19135,73776.93636722578,75168.00526753408,102921.33778562215,83945.85086969638,88585.74062014009,116868.51529611794,72903.50625591545,79424.32897445983,107860.26609393481,05
2022 22,TARRAGONA,212,2022,207,193,205,244.25,TARRAGONA,134883,117723,140534,NA,NA,24983,NA,2022-05-30,140534,140534,117723,19142,76559.0741678424,132065.73920401852,142653.9664853558,93225.63037058379,149791.1797225395,158891.57708828867,85945.15169300423,142817.02593195418,150750.35301390986,05
2022 24,TARRAGONA,300,2022,334,207,209.5,207.25,TARRAGONA,134883,45913,85700,NA,NA,24519,NA,2022-06-13,85700,85700,45913,19156,187572.40424019462,210139.92770317753,188706.71532252434,206356.7290744952,229197.41355643724,207102.20106297522,199688.90017090415,222076.37705335987,199438.20077817072,06
2022 25,TARRAGONA,334,2022,334,300,253.5,228,TARRAGONA,134883,181147,202655,NA,NA,28883,NA,2022-06-20,202655,202655,181147,19163,232707.4511661604,245347.69144103018,236253.61980901257,252038.09803837928,264413.22240341094,256304.05684824128,244463.85393581563,256059.37562438723,247578.2486326172,06
2022 26,TARRAGONA,334,2022,324,334,317,263.25,TARRAGONA,134883,567740,594496,NA,NA,33985,NA,2022-06-27,594496,594496,567740,19170,257987.93171589993,262367.31191484764,256000.50998112804,276788.34676844266,283410.7001400453,278151.269335459,267654.89731295884,273080.12021187454,267490.4252990311,06
2022 27,TARRAGONA,324,2022,208,334,334,293.75,TARRAGONA,134883,168582,122265,NA,NA,27497,NA,2022-07-04,122265,168582,168582,19177,266746.6921137953,266653.3285212259,259386.5952270222,290033.05351164803,291889.31626750703,284227.3846774871,278505.34311079024,278921.474973675,271022.08825195173,07
2022 28,TARRAGONA,208,2022,122,324,329,323,TARRAGONA,134883,238158,255298,NA,NA,27518,NA,2022-07-11,255298,255298,238158,19184,266559.96492865647,256405.87853919677,249225.33138696014,293745.57902336604,285044.0692149288,277572.19343601406,279337.6068365597,268964.05629202886,261612.95837264607,07
2022 29,TARRAGONA,122,2022,20,208,266,300,TARRAGONA,134883,192961,172639,NA,NA,27507,NA,2022-07-18,172639,192961,192961,19191,246251.79214973704,231797.3342526944,220952.00312293894,276342.5594064916,263255.070604521,251313.64631174222,258590.50574749804,244304.44177161713,233934.81278531518,07
2022 30,TARRAGONA,20,2022,NA,122,165,247,TARRAGONA,134883,225654,336392,NA,NA,27821,NA,2022-07-25,336392,336392,225654,19198,217342.8763556517,185498.12770668112,177780.9589499524,250167.58180255053,217583.22340855567,208110.06476522813,230018.37779573625,198905.56927860147,191392.8167237514,07
2020 28,TERRASSA,33,2020,60,23,26,26.25,TERRASSA,223627,610,NA,NA,610,38716,0,2020-07-06,610,610,610,18449,0,12773.261125954505,NA,0,13393.193317074458,NA,0,8823.175868926623,NA,07
2020 29,TERRASSA,60,2020,125,33,28,25.5,TERRASSA,223627,22247,NA,NA,571,44760,0,2020-07-13,571,22247,22247,18456,25546.52225190901,36063.421434238524,33559.277150802256,26786.386634148916,37833.039181717795,35160.24895095951,17646.351737853245,25067.297060177403,23194.047980884017,07
2020 30,TERRASSA,125,2020,209,60,46.5,36.25,TERRASSA,223627,57814,56906,NA,NA,40614,0,2020-07-20,56906,57814,57814,18463,46580.32061656804,54345.29317565002,51668.53794090235,48879.69172928667,56927.30458484457,53989.51644084783,32488.24238250156,37564.920092841414,35179.1696967464,07
2020 31,TERRASSA,209,2020,320,125,92.5,60.25,TERRASSA,223627,18194,28201,NA,NA,40229.5,0,2020-07-27,28201,28201,18194,18470,62110.26573473199,67273.6544475662,64617.84256406252,64974.91744040247,70145.99369997787,67243.45841590258,42641.59780318127,45291.0423333154,42917.864430223475,07
2020 32,TERRASSA,320,2020,289,209,167,106.75,TERRASSA,223627,146526,71995,NA,NA,38949.6,0,2020-08-03,71995,146526,146526,18477,72437.04316040038,74890.39195247504,71561.1910521604,75317.06995955328,77559.6122469606,73943.61862323727,47940.486863449536,48270.808767605544,45367.404493474955,08
2020 33,TERRASSA,289,2020,226,320,264.5,178.5,TERRASSA,223627,24600,28093,NA,NA,34258.9,0,2020-08-10,28093,28093,24600,18484,77343.7407445497,75848.7276567546,72687.96899623524,79802.15453436793,77741.24354649667,74394.91435720617,48601.13067176155,45443.766653634506,43083.05036164627,08
2020 34,TERRASSA,226,2020,236,289,304.5,235.75,TERRASSA,223627,82816,30552,NA,NA,36745.3,0,2020-08-17,30552,82816,82816,18491,74353.71456895953,70485.54603999545,68102.41748282206,75680.33255862542,71230.21646745176,69042.13616261166,42286.40263550745,37895.291955687004,37203.22816154707,08
2020 35,TERRASSA,236,2020,320,226,257.5,261,TERRASSA,223627,79630,67964,NA,NA,35689.8,0,2020-08-24,67964,79630,79630,18498,66617.37751103137,60356.10730888952,58933.07793407206,66780.1003762781,60343.02877872663,59193.06933988167,33504.18127586655,28962.68966945964,29039.633812815868,08
2020 36,TERRASSA,320,2020,327,236,231,267.75,TERRASSA,223627,51727,11022,NA,NA,38270.7,0,2020-08-31,11022,51727,51727,18505,54094.83710674767,47380.60982814867,47429.064183998744,53905.95718117516,47155.92221231158,47311.17724354733,24421.198063052732,20183.97566994474,21039.38415828194,08
2020 37,TERRASSA,327,2020,392,320,278,267.75,TERRASSA,223627,45711,9177,NA,NA,47385.5,NA,2020-09-07,9177,45711,45711,18512,40666.38254954967,34502.021059107974,35375.422669446685,40405.887243448014,34279.32570836804,35236.321548860236,15946.75327683675,13116.078647104243,14435.333212793172,09
2020 38,TERRASSA,392,2020,420,327,323.5,277.25,TERRASSA,223627,12057,5772,NA,NA,39669.1,0,2020-09-14,5772,12057,12057,18519,28337.659568666277,23370.23551074471,25883.57401455078,28152.76417328807,23316.720885408882,25690.805580999302,10285.404017371737,8686.690755641604,10292.426874623525,09
2020 39,TERRASSA,420,2020,597,392,359.5,318.75,TERRASSA,223627,27079,14016,NA,NA,NA,0,2020-09-21,14016,27079,27079,18526,18402.811452823145,17265.1269699936,20304.94735682409,18480.677597529702,17102.285453630568,20230.353555792313,7087.97749391147,7468.775102142811,9629.707172711252,09
2020 40,TERRASSA,597,2020,765,420,406,364.75,TERRASSA,223627,4639,2830,NA,NA,39697,0,2020-09-28,2830,4639,4639,18533,16127.44248716405,17239.659202903476,20768.729614502852,15723.893309731438,17143.986226175744,22075.991070512086,7849.572710374152,10572.723589780902,14803.147610091964,09
2020 41,TERRASSA,765,2020,817,597,508.5,434,TERRASSA,223627,17194,20693,NA,NA,41920.7,0,2020-10-05,20693,20693,17194,18540,18351.875918642905,24272.332259012113,26858.039140832734,18564.079142620056,27049.6966873936,30789.484202866362,13295.874469187653,22137.52011804112,25258.135129966082,10
2020 42,TERRASSA,817,2020,1293,765,681,543.5,TERRASSA,223627,51218,32734,NA,NA,39096.9,0,2020-10-12,32734,51218,51218,18547,30192.78859938132,36476.419078762,35019.18532652156,35535.31423216715,44434.98217955699,42643.62538194425,30979.165766894588,39943.54667015126,38502.47229490033,10
2020 43,TERRASSA,1293,2020,1102,817,791,649.75,TERRASSA,223627,21624,18208,NA,NA,40433.5,0,2020-10-19,18208,21624,21624,18554,42760.04955814268,45766.03839403101,43523.72464930765,53334.65012694682,58237.554076494904,55282.23491396501,48907.92757340795,54867.42447175956,52274.68190444795,10
2020 44,TERRASSA,1102,2020,750,1293,1055,868,TERRASSA,223627,20609,40025,NA,NA,40010.5,0,2020-10-26,40025,40025,20609,18561,48772.02722991934,50571.03021985332,48699.78017372007,63140.45802604298,66129.48764837305,62585.99434316164,60826.921370111166,64605.81713874463,60217.98764556546,10
2020 45,TERRASSA,750,2020,398,1102,1197.5,994.25,TERRASSA,223627,133977,172377,NA,NA,39830.1,0,2020-11-02,172377,172377,133977,18568,52370.03320978729,51633.52195340914,49925.047993738175,69118.5172707031,66934.43460982839,63578.486969767044,68384.7129073781,65568.55081937136,61223.64314351378,11
2020 46,TERRASSA,398,2020,307,750,926,990.5,TERRASSA,223627,11001,11265,NA,NA,41705.6,0,2020-11-09,11265,11265,11001,18575,50897.010697030986,49279.06576762305,48324.614209308165,64750.351948953656,61027.486291161054,59610.11969225557,62752.38873136463,57841.46914828293,55671.17827107286,11
2020 47,TERRASSA,307,2020,233,398,574,885.75,TERRASSA,223627,30743,43640,NA,NA,42509.2,0.1,2020-11-16,43640,43640,30743,18582,47661.12083821511,45015.7064652072,44235.44591851032,57304.62063336845,52285.804774682765,51548.6249319522,52930.54956520123,45773.805722774356,44688.5986911925,11
2020 48,TERRASSA,233,2020,293,307,352.5,639.25,TERRASSA,223627,58347,45273,NA,NA,41124.5,0,2020-11-23,45273,58347,58347,18589,42370.29209219929,39191.8260693976,39124.76967112311,47266.98891599707,42069.76357274335,43533.83381115341,38617.06188034748,31535.728234102065,34208.33862454928,11
2020 49,TERRASSA,293,2020,346,233,270,422,TERRASSA,223627,17483,12085,NA,NA,44456.1,0,2020-11-30,12085,17483,17483,18596,36013.3600465959,33233.832877039036,34058.73933755118,36872.53822948963,34781.86284762406,37038.777354487844,24454.394587856656,22642.87152632421,26111.404253308872,11
2020 50,TERRASSA,346,2020,477,293,263,307.75,TERRASSA,223627,66553,30567,NA,NA,37729.6,0,2020-12-08,30567,66553,66553,18604,30454.30570748217,28925.65260570477,29265.55399292944,32691.187465758485,32007.791136232332,32413.005627259565,20831.348464791765,20687.08027251568,21798.57296930419,12
2020 51,TERRASSA,477,2020,356,346,319.5,294.75,TERRASSA,223627,18183,21616,NA,NA,39195.3,0,2020-12-14,21616,21616,18183,18610,27396.99950392737,25297.275108819853,25906.801606178902,31324.39480670618,30044.148406895074,30597.94360842728,20542.812080239597,20954.27441228417,21717.797482254944,12
2020 52,TERRASSA,356,2020,457,477,411.5,337.25,TERRASSA,223627,12711,26861,NA,NA,40354.3,0,2020-12-21,26861,26861,12711,18617,23197.550713712335,22887.950606653045,26863.744209864846,28763.902007083965,29188.09608062223,32649.947016863363,21365.736744328748,22748.51469199421,23865.599039030858,12
2020 53,TERRASSA,457,2020,666,356,416.5,368,TERRASSA,223627,22796,9314,NA,NA,38080,0,2020-12-28,9314,22796,22796,18624,22578.350499593755,28430.213310909847,31206.679357288373,29612.290154160488,35255.74562683166,37632.02110545156,24131.292639659674,26776.92366577754,27308.773473129062,12
2021 01,TERRASSA,666,2021,793,457,406.5,409,TERRASSA,223011,9855,21388,NA,NA,38544.4,0,2021-01-04,21388,21388,9855,18631,34282.07612222594,39525.40810792371,36497.82852468656,40899.20109950283,46075.94613028089,43569.969842025945,29422.55469189541,31869.032254263915,30829.65861136617,01
2021 02,TERRASSA,793,2021,739,666,561.5,489,TERRASSA,223011,49886,56563,NA,NA,42176.6,0,2021-01-11,56563,56563,49886,18638,44768.740093621476,44565.44373846329,39602.19279424599,51252.69116105895,51884.19405722023,48396.35320034037,34315.509816632424,34882.39355695479,33813.246627620116,01
2021 03,TERRASSA,739,2021,549,793,729.5,568,TERRASSA,223011,89759,32488,NA,NA,40069.2,0,2021-01-18,32488,89759,89759,18645,44362.1473833051,39678.97748056827,37875.426224320385,52515.696953381506,50716.76027039985,49772.384251106676,35449.27729727716,35757.46100097632,36392.83781700496,01
2021 05,TERRASSA,420,2021,343,549,644,686.75,TERRASSA,223011,20667,39477,NA,NA,43488.9,0,2021-02-01,39477,39477,20667,18659,34995.807577831445,31185.4087101775,31645.72249049264,48917.82358741819,47660.57444499312,47613.587682716534,36065.64470467548,37903.282077055126,38309.929754942474,02
