Periodo,Total,CP,Municipio
2021,501,17168,SANT JOAN DE MOLLET
2020,498,17168,SANT JOAN DE MOLLET
2022,3054,17185,SANT JOAN LES FONTS
2021,3050,17185,SANT JOAN LES FONTS
2020,3044,17185,SANT JOAN LES FONTS
2022,830,17166,SANT JORDI DESVALLS
2021,796,17166,SANT JORDI DESVALLS
2020,760,17166,SANT JORDI DESVALLS
2022,3623,17169,SANT JULIÀ DE RAMIS
2021,3612,17169,SANT JULIÀ DE RAMIS
2020,3576,17169,SANT JULIÀ DE RAMIS
2022,1347,17903,SANT JULIÀ DEL LLOR I BONMATÍ
2021,1314,17903,SANT JULIÀ DEL LLOR I BONMATÍ
2020,1313,17903,SANT JULIÀ DEL LLOR I BONMATÍ
2022,267,17171,SANT LLORENÇ DE LA MUGA
2021,267,17171,SANT LLORENÇ DE LA MUGA
2020,265,17171,SANT LLORENÇ DE LA MUGA
2022,679,17172,SANT MARTÍ DE LLÉMENA
2021,663,17172,SANT MARTÍ DE LLÉMENA
2020,641,17172,SANT MARTÍ DE LLÉMENA
2022,261,17173,SANT MARTÍ VELL
2021,244,17173,SANT MARTÍ VELL
2020,251,17173,SANT MARTÍ VELL
2022,239,17174,SANT MIQUEL DE CAMPMAJOR
2021,243,17174,SANT MIQUEL DE CAMPMAJOR
2020,229,17174,SANT MIQUEL DE CAMPMAJOR
2022,808,17175,SANT MIQUEL DE FLUVIÀ
2021,755,17175,SANT MIQUEL DE FLUVIÀ
2020,761,17175,SANT MIQUEL DE FLUVIÀ
2022,159,17176,SANT MORI
2021,157,17176,SANT MORI
2020,166,17176,SANT MORI
2022,732,17177,SANT PAU DE SEGÚRIES
2021,725,17177,SANT PAU DE SEGÚRIES
2020,688,17177,SANT PAU DE SEGÚRIES
2022,2079,17178,SANT PERE PESCADOR
2021,2083,17178,SANT PERE PESCADOR
2020,2090,17178,SANT PERE PESCADOR
2022,13557,17180,SANTA COLOMA DE FARNERS
2021,13459,17180,SANTA COLOMA DE FARNERS
2020,13363,17180,SANTA COLOMA DE FARNERS
2022,5585,17181,SANTA CRISTINA D'ARO
2021,5408,17181,SANTA CRISTINA D'ARO
2020,5287,17181,SANTA CRISTINA D'ARO
2022,379,17182,SANTA LLOGAIA D'ÀLGUEMA
2021,378,17182,SANTA LLOGAIA D'ÀLGUEMA
2020,368,17182,SANTA LLOGAIA D'ÀLGUEMA
2022,1605,17184,SANTA PAU
2021,1585,17184,SANTA PAU
2020,1614,17184,SANTA PAU
2022,5294,17186,SARRIÀ DE TER
2021,5231,17186,SARRIÀ DE TER
2020,5229,17186,SARRIÀ DE TER
2022,865,17187,SAUS, CAMALLERA I LLAMPAIES
2021,865,17187,SAUS, CAMALLERA I LLAMPAIES
2020,856,17187,SAUS, CAMALLERA I LLAMPAIES
2022,220,17188,SELVA DE MAR, LA
2021,212,17188,SELVA DE MAR, LA
2020,195,17188,SELVA DE MAR, LA
2022,1153,17190,SERINYÀ
2021,1143,17190,SERINYÀ
2020,1133,17190,SERINYÀ
2022,233,17191,SERRA DE DARÓ
2021,235,17191,SERRA DE DARÓ
2020,222,17191,SERRA DE DARÓ
2022,200,17192,SETCASES
2021,185,17192,SETCASES
2020,170,17192,SETCASES
2022,6507,17193,SILS
2021,6349,17193,SILS
2020,6219,17193,SILS
2022,178,17052,SIURANA
2021,179,17052,SIURANA
2020,171,17052,SIURANA
2022,96,17194,SUSQUEDA
2021,99,17194,SUSQUEDA
2020,93,17194,SUSQUEDA
2022,480,17195,TALLADA D'EMPORDÀ, LA
2021,466,17195,TALLADA D'EMPORDÀ, LA
2020,454,17195,TALLADA D'EMPORDÀ, LA
2022,345,17196,TERRADES
2021,334,17196,TERRADES
2020,338,17196,TERRADES
2022,166,17197,TORRENT
2021,160,17197,TORRENT
2020,164,17197,TORRENT
2022,741,17198,TORROELLA DE FLUVIÀ
2021,726,17198,TORROELLA DE FLUVIÀ
2020,703,17198,TORROELLA DE FLUVIÀ
2022,12061,17199,TORROELLA DE MONTGRÍ
2021,12023,17199,TORROELLA DE MONTGRÍ
2020,11836,17199,TORROELLA DE MONTGRÍ
2022,823,17200,TORTELLÀ
2021,816,17200,TORTELLÀ
2020,818,17200,TORTELLÀ
2022,185,17201,TOSES
2021,178,17201,TOSES
2020,168,17201,TOSES
2022,5956,17202,TOSSA DE MAR
2021,5930,17202,TOSSA DE MAR
2020,5818,17202,TOSSA DE MAR
2022,1195,17204,ULLÀ
2021,1167,17204,ULLÀ
2020,1177,17204,ULLÀ
2022,250,17205,ULLASTRET
2021,258,17205,ULLASTRET
2020,274,17205,ULLASTRET
2022,224,17203,ULTRAMORT
2021,226,17203,ULTRAMORT
2020,225,17203,ULTRAMORT
2022,214,17206,URÚS
2021,210,17206,URÚS
2020,196,17206,URÚS
2022,87,17014,VAJOL, LA
2021,88,17014,VAJOL, LA
2020,89,17014,VAJOL, LA
2022,1345,17208,VALL DE BIANYA, LA
2021,1315,17208,VALL DE BIANYA, LA
2020,1275,17208,VALL DE BIANYA, LA
2022,3143,17207,LA VALL D'EN BAS
2021,3115,17207,LA VALL D'EN BAS
2020,3093,17207,LA VALL D'EN BAS
2022,222,17170,VALLFOGONA DE RIPOLLÈS
2021,213,17170,VALLFOGONA DE RIPOLLÈS
2020,196,17170,VALLFOGONA DE RIPOLLÈS
2022,926,17209,VALL-LLOBREGA
2021,918,17209,VALL-LLOBREGA
2020,897,17209,VALL-LLOBREGA
2022,911,17210,VENTALLÓ
2021,914,17210,VENTALLÓ
2020,846,17210,VENTALLÓ
2022,1162,17211,VERGES
2021,1183,17211,VERGES
2020,1169,17211,VERGES
2022,181,17212,VIDRÀ
2021,186,17212,VIDRÀ
2020,177,17212,VIDRÀ
2022,8167,17213,VIDRERES
2021,8073,17213,VIDRERES
2020,7951,17213,VIDRERES
2022,991,17214,VILABERTRAN
2021,969,17214,VILABERTRAN
2020,993,17214,VILABERTRAN
2022,3396,17215,VILABLAREIX
2021,3225,17215,VILABLAREIX
2020,3063,17215,VILABLAREIX
2022,479,17217,VILADAMAT
2021,471,17217,VILADAMAT
2020,458,17217,VILADAMAT
2022,216,17216,VILADASENS
2021,214,17216,VILADASENS
2020,206,17216,VILADASENS
2022,840,17218,VILADEMULS
2021,835,17218,VILADEMULS
2020,835,17218,VILADEMULS
2022,1103,17220,VILADRAU
2021,1102,17220,VILADRAU
2020,1047,17220,VILADRAU
2022,5562,17221,VILAFANT
2021,5480,17221,VILAFANT
2020,5421,17221,VILAFANT
2022,1142,17223,VILAJUÏGA
2021,1124,17223,VILAJUÏGA
2020,1116,17223,VILAJUÏGA
2022,410,17224,VILALLONGA DE TER
2021,386,17224,VILALLONGA DE TER
2020,398,17224,VILALLONGA DE TER
2022,386,17225,VILAMACOLUM
2021,371,17225,VILAMACOLUM
2020,377,17225,VILAMACOLUM
2022,1166,17226,VILAMALLA
2021,1154,17226,VILAMALLA
2020,1161,17226,VILAMALLA
2022,204,17227,VILAMANISCLE
2021,205,17227,VILAMANISCLE
2020,212,17227,VILAMANISCLE
2022,401,17228,VILANANT
2021,399,17228,VILANANT
2020,386,17228,VILANANT
2022,785,17230,VILA-SACRA
2021,761,17230,VILA-SACRA
2020,758,17230,VILA-SACRA
2022,162,17222,VILAÜR
2021,162,17222,VILAÜR
2020,158,17222,VILAÜR
2022,3304,17233,VILOBÍ D'ONYAR
2021,3310,17233,VILOBÍ D'ONYAR
2020,3333,17233,VILOBÍ D'ONYAR
2022,223,17232,VILOPRIU
2021,230,17232,VILOPRIU
2020,204,17232,VILOPRIU
2022,167,25001,ABELLA DE LA CONCA
2021,171,25001,ABELLA DE LA CONCA
2020,183,25001,ABELLA DE LA CONCA
2022,580,25002,ÀGER
2021,588,25002,ÀGER
2020,580,25002,ÀGER
2022,5479,25003,AGRAMUNT
2021,5464,25003,AGRAMUNT
2020,5411,25003,AGRAMUNT
2022,2521,25038,AITONA
2021,2493,25038,AITONA
2020,2567,25038,AITONA
2022,781,25004,ALAMÚS, ELS
2021,773,25004,ALAMÚS, ELS
2020,811,25004,ALAMÚS, ELS
2022,329,25005,ALÀS I CERC
2021,322,25005,ALÀS I CERC
2020,320,25005,ALÀS I CERC
2022,348,25006,ALBAGÉS, L'
2021,357,25006,ALBAGÉS, L'
2020,361,25006,ALBAGÉS, L'
2022,2217,25007,ALBATÀRREC
2021,2224,25007,ALBATÀRREC
2020,2236,25007,ALBATÀRREC
2022,1579,25008,ALBESA
2021,1561,25008,ALBESA
2020,1561,25008,ALBESA
2022,755,25009,ALBI, L'
2021,749,25009,ALBI, L'
2020,744,25009,ALBI, L'
2022,240,25010,ALCANÓ
2021,233,25010,ALCANÓ
2020,238,25010,ALCANÓ
2022,9637,25011,ALCARRÀS
2021,9678,25011,ALCARRÀS
2020,9707,25011,ALCARRÀS
2022,3470,25012,ALCOLETGE
2021,3492,25012,ALCOLETGE
2020,3435,25012,ALCOLETGE
2022,2795,25013,ALFARRÀS
2021,2759,25013,ALFARRÀS
2020,2765,25013,ALFARRÀS
2022,300,25014,ALFÉS
2021,301,25014,ALFÉS
2020,297,25014,ALFÉS
2022,422,25015,ALGERRI
2021,423,25015,ALGERRI
2020,404,25015,ALGERRI
2022,3040,25016,ALGUAIRE
2021,3065,25016,ALGUAIRE
2020,3029,25016,ALGUAIRE
2022,285,25017,ALINS
2021,279,25017,ALINS
2020,272,25017,ALINS
2022,6922,25019,ALMACELLES
2021,6875,25019,ALMACELLES
2020,6826,25019,ALMACELLES
2022,302,25020,ALMATRET
2021,310,25020,ALMATRET
2020,305,25020,ALMATRET
2022,3401,25021,ALMENAR
2021,3365,25021,ALMENAR
2020,3357,25021,ALMENAR
2022,121,25022,ALÒS DE BALAGUER
2021,122,25022,ALÒS DE BALAGUER
2020,132,25022,ALÒS DE BALAGUER
2022,6333,25023,ALPICAT
2021,6274,25023,ALPICAT
2020,6266,25023,ALPICAT
2022,441,25024,ALT ÀNEU
2021,430,25024,ALT ÀNEU
2020,414,25024,ALT ÀNEU
2022,1350,25027,ANGLESOLA
2021,1356,25027,ANGLESOLA
2020,1365,25027,ANGLESOLA
2022,2100,25029,ARBECA
2021,2141,25029,ARBECA
2020,2126,25029,ARBECA
2022,61,25031,ARRES
2021,67,25031,ARRES
2020,60,25031,ARRES
2022,80,25032,ARSÈGUEL
2021,85,25032,ARSÈGUEL
2020,81,25032,ARSÈGUEL
2022,1505,25033,ARTESA DE LLEIDA
2021,1525,25033,ARTESA DE LLEIDA
2020,1535,25033,ARTESA DE LLEIDA
2022,3470,25034,ARTESA DE SEGRE
2021,3441,25034,ARTESA DE SEGRE
2020,3400,25034,ARTESA DE SEGRE
2022,221,25036,ASPA
2021,207,25036,ASPA
2020,220,25036,ASPA
2022,459,25037,AVELLANES I SANTA LINYA, LES
2021,447,25037,AVELLANES I SANTA LINYA, LES
2020,433,25037,AVELLANES I SANTA LINYA, LES
2022,345,25039,BAIX PALLARS
2021,342,25039,BAIX PALLARS
2020,331,25039,BAIX PALLARS
2022,17460,25040,BALAGUER
2021,17409,25040,BALAGUER
2020,17472,25040,BALAGUER
2022,979,25041,BARBENS
2021,943,25041,BARBENS
2020,878,25041,BARBENS
2022,229,25042,BARONIA DE RIALB, LA
2021,229,25042,BARONIA DE RIALB, LA
2020,229,25042,BARONIA DE RIALB, LA
2022,223,25044,BASSELLA
2021,224,25044,BASSELLA
2020,217,25044,BASSELLA
2022,66,25045,BAUSEN
2021,66,25045,BAUSEN
2020,60,25045,BAUSEN
2022,508,25046,BELIANES
2021,521,25046,BELIANES
2020,520,25046,BELIANES
2022,288,25170,BELLAGUARDA
2021,292,25170,BELLAGUARDA
2020,287,25170,BELLAGUARDA
2022,1229,25047,BELLCAIRE D'URGELL
2021,1225,25047,BELLCAIRE D'URGELL
2020,1199,25047,BELLCAIRE D'URGELL
2022,2342,25048,BELL-LLOC D'URGELL
2021,2329,25048,BELL-LLOC D'URGELL
2020,2335,25048,BELL-LLOC D'URGELL
2022,178,25049,BELLMUNT D'URGELL
2021,182,25049,BELLMUNT D'URGELL
2020,185,25049,BELLMUNT D'URGELL
2022,5168,25050,BELLPUIG
2021,5151,25050,BELLPUIG
2020,5218,25050,BELLPUIG
2022,2176,25051,BELLVER DE CERDANYA
2021,2135,25051,BELLVER DE CERDANYA
2020,2005,25051,BELLVER DE CERDANYA
2022,2243,25052,BELLVÍS
2021,2258,25052,BELLVÍS
2020,2260,25052,BELLVÍS
2022,1563,25053,BENAVENT DE SEGRIÀ
2021,1533,25053,BENAVENT DE SEGRIÀ
2020,1518,25053,BENAVENT DE SEGRIÀ
2022,182,25055,BIOSCA
2021,178,25055,BIOSCA
2020,177,25055,BIOSCA
2022,282,25057,BÒRDES, ES
2021,285,25057,BÒRDES, ES
2020,255,25057,BÒRDES, ES
2022,6248,25058,LES BORGUES BLANQUES
2021,6195,25058,LES BORGUES BLANQUES
2020,6173,25058,LES BORGUES BLANQUES
2022,1121,25059,BOSSÒST
2021,1120,25059,BOSSÒST
2020,1115,25059,BOSSÒST
2022,263,25056,BOVERA
2021,261,25056,BOVERA
2020,248,25056,BOVERA
2022,62,25060,CABANABONA
2021,60,25060,CABANABONA
2020,71,25060,CABANABONA
2022,98,25061,CABÓ
2021,94,25061,CABÓ
2020,93,25061,CABÓ
2022,786,25062,CAMARASA
2021,807,25062,CAMARASA
2020,810,25062,CAMARASA
2022,92,25063,CANEJAN
2021,89,25063,CANEJAN
2020,89,25063,CANEJAN
2022,171,25904,CASTELL DE MUR
2021,169,25904,CASTELL DE MUR
2020,173,25904,CASTELL DE MUR
2022,135,25064,CASTELLAR DE LA RIBERA
2021,136,25064,CASTELLAR DE LA RIBERA
2020,131,25064,CASTELLAR DE LA RIBERA
2022,895,25067,CASTELLDANS
2021,900,25067,CASTELLDANS
2020,930,25067,CASTELLDANS
2022,715,25068,CASTELLNOU DE SEANA
2021,692,25068,CASTELLNOU DE SEANA
2020,665,25068,CASTELLNOU DE SEANA
2022,508,25069,CASTELLÓ DE FARFANYA
2021,529,25069,CASTELLÓ DE FARFANYA
2020,539,25069,CASTELLÓ DE FARFANYA
2022,961,25070,CASTELLSERÀ
2021,976,25070,CASTELLSERÀ
2020,996,25070,CASTELLSERÀ
2022,51,25071,CAVA
2021,46,25071,CAVA
2020,45,25071,CAVA
2022,9393,25072,CERVERA
2021,9328,25072,CERVERA
2020,9350,25072,CERVERA
2022,642,25073,CERVIÀ DE LES GARRIGUES
2021,665,25073,CERVIÀ DE LES GARRIGUES
2020,662,25073,CERVIÀ DE LES GARRIGUES
2022,190,25074,CIUTADILLA
2021,202,25074,CIUTADILLA
2020,208,25074,CIUTADILLA
2022,162,25075,CLARIANA DE CARDENER
2021,158,25075,CLARIANA DE CARDENER
2020,161,25075,CLARIANA DE CARDENER
2022,151,25076,COGUL, EL
2021,143,25076,COGUL, EL
2020,151,25076,COGUL, EL
2022,548,25077,COLL DE NARGÓ
2021,548,25077,COLL DE NARGÓ
2020,540,25077,COLL DE NARGÓ
2022,278,25163,COMA I LA PEDRA, LA
2021,277,25163,COMA I LA PEDRA, LA
2020,255,25163,COMA I LA PEDRA, LA
2022,427,25161,CONCA DE DALT
2021,421,25161,CONCA DE DALT
2020,410,25161,CONCA DE DALT
2022,1462,25078,CORBINS
2021,1499,25078,CORBINS
2020,1462,25078,CORBINS
2022,356,25079,CUBELLS
2021,357,25079,CUBELLS
2020,338,25079,CUBELLS
2022,331,25081,ESPLUGA CALBA, L'
2021,328,25081,ESPLUGA CALBA, L'
2020,329,25081,ESPLUGA CALBA, L'
2022,377,25082,ESPOT
2021,366,25082,ESPOT
2020,366,25082,ESPOT
2022,128,25088,ESTAMARIU
2021,129,25088,ESTAMARIU
2020,125,25088,ESTAMARIU
2022,169,25085,ESTARÀS
2021,172,25085,ESTARÀS
2020,156,25085,ESTARÀS
2022,841,25086,ESTERRI D'ÀNEU
2021,832,25086,ESTERRI D'ÀNEU
2020,804,25086,ESTERRI D'ÀNEU
2022,62,25087,ESTERRI DE CARDÓS
2021,64,25087,ESTERRI DE CARDÓS
2020,64,25087,ESTERRI DE CARDÓS
2022,121,25089,FARRERA
2021,116,25089,FARRERA
2020,108,25089,FARRERA
2022,266,25908,FÍGOLS I ALINYÀ
2021,260,25908,FÍGOLS I ALINYÀ
2020,244,25908,FÍGOLS I ALINYÀ
2022,154,25092,FLORESTA, LA
2021,145,25092,FLORESTA, LA
2020,140,25092,FLORESTA, LA
2022,778,25093,FONDARELLA
2021,781,25093,FONDARELLA
2020,776,25093,FONDARELLA
2022,191,25094,FORADADA
2021,195,25094,FORADADA
2020,203,25094,FORADADA
2022,1238,25096,FULIOLA, LA
2021,1247,25096,FULIOLA, LA
2020,1250,25096,FULIOLA, LA
2022,98,25097,FULLEDA
2021,101,25097,FULLEDA
2020,102,25097,FULLEDA
2022,261,25098,GAVET DE LA CONCA
2021,262,25098,GAVET DE LA CONCA
2020,261,25098,GAVET DE LA CONCA
2022,1109,25912,GIMENELLS I EL PLA DE LA FONT
2021,1118,25912,GIMENELLS I EL PLA DE LA FONT
2020,1120,25912,GIMENELLS I EL PLA DE LA FONT
2022,1893,25099,GOLMÉS
2021,1855,25099,GOLMÉS
2020,1855,25099,GOLMÉS
2022,233,25100,GÓSOL
2021,232,25100,GÓSOL
2020,206,25100,GÓSOL
2022,724,25101,GRANADELLA, LA
2021,705,25101,GRANADELLA, LA
2020,716,25101,GRANADELLA, LA
2022,923,25102,GRANJA D'ESCARP, LA
2021,931,25102,GRANJA D'ESCARP, LA
2020,922,25102,GRANJA D'ESCARP, LA
2022,136,25103,GRANYANELLA
2021,145,25103,GRANYANELLA
2020,143,25103,GRANYANELLA
2022,147,25105,GRANYENA DE LES GARRIGUES
2021,154,25105,GRANYENA DE LES GARRIGUES
2020,140,25105,GRANYENA DE LES GARRIGUES
2022,157,25104,GRANYENA DE SEGARRA
2021,159,25104,GRANYENA DE SEGARRA
2020,151,25104,GRANYENA DE SEGARRA
2022,261,25109,GUIMERÀ
2021,263,25109,GUIMERÀ
2020,271,25109,GUIMERÀ
2022,298,25903,GUINGUETA D'ÀNEU, LA
2021,300,25903,GUINGUETA D'ÀNEU, LA
2020,289,25903,GUINGUETA D'ÀNEU, LA
2022,7390,25110,GUISSONA
2021,7291,25110,GUISSONA
2020,7248,25110,GUISSONA
2022,132,25111,GUIXERS
2021,126,25111,GUIXERS
2020,132,25111,GUIXERS
2022,1057,25115,ISONA I CONCA DELLÀ
2021,1060,25115,ISONA I CONCA DELLÀ
2020,1042,25115,ISONA I CONCA DELLÀ
2022,327,25112,IVARS DE NOGUERA
2021,335,25112,IVARS DE NOGUERA
2020,332,25112,IVARS DE NOGUERA
2022,1560,25113,IVARS D'URGELL
2021,1553,25113,IVARS D'URGELL
2020,1537,25113,IVARS D'URGELL
2022,100,25114,IVORRA
2021,110,25114,IVORRA
2020,108,25114,IVORRA
2022,105,25910,JOSA I TUIXÉN
2021,100,25910,JOSA I TUIXÉN
2020,103,25910,JOSA I TUIXÉN
2022,401,25118,JUNCOSA
2021,397,25118,JUNCOSA
2020,395,25118,JUNCOSA
2022,3558,25119,JUNEDA
2021,3569,25119,JUNEDA
2020,3501,25119,JUNEDA
2022,970,25121,LES
2021,966,25121,LES
2020,971,25121,LES
2022,2723,25122,LINYOLA
2021,2724,25122,LINYOLA
2020,2717,25122,LINYOLA
2022,254,25123,LLADORRE
2021,244,25123,LLADORRE
2020,237,25123,LLADORRE
2022,190,25124,LLADURS
2021,187,25124,LLADURS
2020,180,25124,LLADURS
2022,421,25125,LLARDECANS
2021,429,25125,LLARDECANS
2020,444,25125,LLARDECANS
2022,343,25126,LLAVORSÍ
2021,345,25126,LLAVORSÍ
2020,346,25126,LLAVORSÍ
2022,140797,25120,LLEIDA
2021,140080,25120,LLEIDA
2020,140403,25120,LLEIDA
2022,286,25127,LLES DE CERDANYA
2021,288,25127,LLES DE CERDANYA
2020,270,25127,LLES DE CERDANYA
2022,146,25128,LLIMIANA
2021,155,25128,LLIMIANA
2020,146,25128,LLIMIANA
2022,202,25129,LLOBERA
2021,187,25129,LLOBERA
2020,188,25129,LLOBERA
2022,911,25133,MAIALS
2021,926,25133,MAIALS
2020,909,25133,MAIALS
2022,234,25130,MALDÀ
2021,237,25130,MALDÀ
2020,227,25130,MALDÀ
2022,589,25131,MASSALCOREIG
2021,599,25131,MASSALCOREIG
2020,610,25131,MASSALCOREIG
2022,220,25132,MASSOTERES
2021,223,25132,MASSOTERES
2020,212,25132,MASSOTERES
2022,774,25134,MENÀRGUENS
2021,789,25134,MENÀRGUENS
2020,813,25134,MENÀRGUENS
2022,1364,25135,MIRALCAMP
2021,1366,25135,MIRALCAMP
2020,1385,25135,MIRALCAMP
2022,14730,25137,MOLLERUSSA
2021,14545,25137,MOLLERUSSA
2020,14649,25137,MOLLERUSSA
2022,99,25136,MOLSOSA, LA
2021,102,25136,MOLSOSA, LA
2020,104,25136,MOLSOSA, LA
2022,615,25139,MONTELLÀ I MARTINET
2021,596,25139,MONTELLÀ I MARTINET
2020,578,25139,MONTELLÀ I MARTINET
2022,1083,25140,MONTFERRER I CASTELLBÒ
2021,1081,25140,MONTFERRER I CASTELLBÒ
2020,1034,25140,MONTFERRER I CASTELLBÒ
2022,647,25138,MONTGAI
2021,655,25138,MONTGAI
2020,643,25138,MONTGAI
2022,494,25142,MONTOLIU DE LLEIDA
2021,493,25142,MONTOLIU DE LLEIDA
2020,483,25142,MONTOLIU DE LLEIDA
2022,180,25141,MONTOLIU DE SEGARRA
2021,191,25141,MONTOLIU DE SEGARRA
2020,187,25141,MONTOLIU DE SEGARRA
2022,92,25143,MONTORNÈS DE SEGARRA
2021,91,25143,MONTORNÈS DE SEGARRA
2020,96,25143,MONTORNÈS DE SEGARRA
2022,95,25145,NALEC
2021,88,25145,NALEC
2020,90,25145,NALEC
2022,1923,25025,NAUT ARAN
2021,1941,25025,NAUT ARAN
2020,1836,25025,NAUT ARAN
2022,305,25146,NAVÈS
2021,293,25146,NAVÈS
2020,284,25146,NAVÈS
2022,252,25148,ODÈN
2021,253,25148,ODÈN
2020,258,25148,ODÈN
2022,1849,25149,OLIANA
2021,1857,25149,OLIANA
2020,1843,25149,OLIANA
2022,196,25150,OLIOLA
2021,201,25150,OLIOLA
2020,203,25150,OLIOLA
2022,985,25151,OLIUS
2021,962,25151,OLIUS
2020,981,25151,OLIUS
2022,166,25152,OLUGES, LES
2021,169,25152,OLUGES, LES
2020,171,25152,OLUGES, LES
2022,198,25153,OMELLONS, ELS
2021,202,25153,OMELLONS, ELS
2020,206,25153,OMELLONS, ELS
2022,127,25154,OMELLS DE NA GAIA, ELS
2021,127,25154,OMELLS DE NA GAIA, ELS
2020,130,25154,OMELLS DE NA GAIA, ELS
2022,796,25155,ORGANYÀ
2021,766,25155,ORGANYÀ
2020,771,25155,ORGANYÀ
2022,1046,25156,OS DE BALAGUER
2021,1000,25156,OS DE BALAGUER
2020,980,25156,OS DE BALAGUER
2022,193,25157,OSSÓ DE SIÓ
2021,196,25157,OSSÓ DE SIÓ
2020,203,25157,OSSÓ DE SIÓ
2022,2191,25158,EL PALAU D'ANGLESOLA
2021,2205,25158,EL PALAU D'ANGLESOLA
2020,2166,25158,EL PALAU D'ANGLESOLA
2022,430,25164,PENELLES
2021,443,25164,PENELLES
2020,436,25164,PENELLES
2022,348,25165,PERAMOLA
2021,348,25165,PERAMOLA
2020,347,25165,PERAMOLA
2022,190,25166,PINELL DE SOLSONÈS
2021,188,25166,PINELL DE SOLSONÈS
2020,193,25166,PINELL DE SOLSONÈS
2022,291,25167,PINÓS
2021,290,25167,PINÓS
2020,286,25167,PINÓS
2022,490,25911,PLANS DE SIÓ, ELS
2021,503,25911,PLANS DE SIÓ, ELS
2020,491,25911,PLANS DE SIÓ, ELS
2022,667,25168,POAL, EL
2021,667,25168,POAL, EL
2020,670,25168,POAL, EL
2022,209,25169,POBLA DE CÉRVOLES, LA
2021,198,25169,POBLA DE CÉRVOLES, LA
2020,189,25169,POBLA DE CÉRVOLES, LA
2022,3055,25171,POBLA DE SEGUR, LA
2021,3050,25171,POBLA DE SEGUR, LA
2020,3043,25171,POBLA DE SEGUR, LA
2022,163,25030,PONT DE BAR, EL
2021,174,25030,PONT DE BAR, EL
2020,152,25030,PONT DE BAR, EL
2022,2336,25173,EL PONT DE SUERT
2021,2331,25173,EL PONT DE SUERT
2020,2257,25173,EL PONT DE SUERT
2022,2661,25172,PONTS
2021,2629,25172,PONTS
2020,2644,25172,PONTS
2022,718,25174,PORTELLA, LA
2021,727,25174,PORTELLA, LA
2020,743,25174,PORTELLA, LA
2022,260,25175,PRATS I SANSOR
2021,251,25175,PRATS I SANSOR
2020,222,25175,PRATS I SANSOR
2022,404,25176,PREIXANA
2021,391,25176,PREIXANA
2020,387,25176,PREIXANA
2022,422,25177,PREIXENS
2021,421,25177,PREIXENS
2020,418,25177,PREIXENS
2022,264,25179,PRULLANS
2021,246,25179,PRULLANS
2020,226,25179,PRULLANS
2022,257,25180,PUIGGRÒS
2021,265,25180,PUIGGRÒS
2020,278,25180,PUIGGRÒS
2022,253,25181,PUIGVERD D'AGRAMUNT
2021,230,25181,PUIGVERD D'AGRAMUNT
2020,229,25181,PUIGVERD D'AGRAMUNT
2022,1398,25182,PUIGVERD DE LLEIDA
2021,1384,25182,PUIGVERD DE LLEIDA
2020,1349,25182,PUIGVERD DE LLEIDA
2022,675,25183,RIALP
2021,658,25183,RIALP
2020,641,25183,RIALP
2022,441,25905,RIBERA D'ONDARA
2021,431,25905,RIBERA D'ONDARA
2020,433,25905,RIBERA D'ONDARA
2022,920,25185,RIBERA D'URGELLET
2021,947,25185,RIBERA D'URGELLET
2020,932,25185,RIBERA D'URGELLET
2022,280,25186,RINER
2021,281,25186,RINER
2020,263,25186,RINER
2022,100,25913,RIU DE CERDANYA
2021,93,25913,RIU DE CERDANYA
2020,93,25913,RIU DE CERDANYA
2022,3278,25189,ROSSELLÓ
2021,3186,25189,ROSSELLÓ
2020,3237,25189,ROSSELLÓ
2022,345,25190,SALÀS DE PALLARS
2021,343,25190,SALÀS DE PALLARS
2020,327,25190,SALÀS DE PALLARS
2022,392,25191,SANAÜJA
2021,396,25191,SANAÜJA
2020,379,25191,SANAÜJA
2022,123,25196,SANT ESTEVE DE LA SARGA
2021,122,25196,SANT ESTEVE DE LA SARGA
2020,122,25196,SANT ESTEVE DE LA SARGA
2022,1120,25192,SANT GUIM DE FREIXENET
2021,1059,25192,SANT GUIM DE FREIXENET
2020,1037,25192,SANT GUIM DE FREIXENET
2022,182,25197,SANT GUIM DE LA PLANA
2021,184,25197,SANT GUIM DE LA PLANA
2020,181,25197,SANT GUIM DE LA PLANA
2022,1000,25193,SANT LLORENÇ DE MORUNYS
2021,985,25193,SANT LLORENÇ DE MORUNYS
2020,960,25193,SANT LLORENÇ DE MORUNYS
2022,646,25902,SANT MARTÍ DE RIUCORB
2021,649,25902,SANT MARTÍ DE RIUCORB
2020,639,25902,SANT MARTÍ DE RIUCORB
2022,480,25194,SANT RAMON
2021,497,25194,SANT RAMON
2020,487,25194,SANT RAMON
2022,113,25201,SARROCA DE BELLERA
2021,120,25201,SARROCA DE BELLERA
2020,116,25201,SARROCA DE BELLERA
2022,365,25200,SARROCA DE LLEIDA
2021,357,25200,SARROCA DE LLEIDA
2020,358,25200,SARROCA DE LLEIDA
2022,161,25202,SENTERADA
2021,150,25202,SENTERADA
2020,139,25202,SENTERADA
2022,417,25035,SENTIU DE SIÓ, LA
2021,426,25035,SENTIU DE SIÓ, LA
2020,414,25035,SENTIU DE SIÓ, LA
2022,1890,25204,SERÒS
2021,1923,25204,SERÒS
2020,1946,25204,SERÒS
2022,12261,25203,LA SEU D'URGELL
