Mun,Ncasos_lead,Ncasos_lagroll_15,Ncasos_lagroll_30,nHab,caudal,lluvia,sars_loess,sars_loess_15,sars_loess_30,Month
FIGUERES,4.8283137373023015,5.465948207931988,5.3482972988530575,47043,11686,0,13.943845519131786,13.822143604717839,13.679313633416694,08
FIGUERES,4.248495242049359,4.875197323201151,5.213576138092946,47043,10344,0,13.683550981585324,13.452123562568811,13.481618119556565,08
FIGUERES,3.7612001156935624,4.375757021660286,4.656338472562491,47043,11698,0,13.150480700425483,12.96127053263652,13.08329585683442,08
FIGUERES,2.995732273553991,3.7256934272366524,4.102643365036796,47043,11309,0,12.72770426495614,12.492635879377083,12.616440942848659,09
FIGUERES,3.258096538021482,3.1354942159291497,3.4735180432417816,47043,11964,0,12.184757530594863,12.085838842911354,12.271187383566513,09
FIGUERES,2.833213344056216,2.995732273553991,3.305053521109253,47043,12324,0.8,11.976050171850911,11.986324034293416,12.064528776585723,10
FIGUERES,3.1354942159291497,3.1354942159291497,3.1354942159291497,47043,10317,0,11.996493416987335,12.042754684981654,12.096285850746654,10
FIGUERES,3.58351893845611,3.1135153092103742,3.056356895370426,47043,11990,0,12.086970141221675,12.195345046858789,12.259546571274722,10
FIGUERES,2.8903717578961645,3.044522437723423,3.091042453358316,47043,11241,0,12.293114805001352,12.43761116027723,12.508429463645198,10
FIGUERES,4.574710978503383,3.332204510175204,3.1986731175506815,47043,11354,0,12.900909983719114,12.945283034889224,12.904209453853708,11
FIGUERES,5.117993812416755,3.417726683613366,3.417726683613366,47043,11870,0,12.98777049174772,13.040393927946786,13.055435461357574,11
FIGUERES,5.442417710521793,4.890349128221754,4.403665809777363,47043,12912,2.4,13.21503096587932,13.378533769483008,13.575403128251025,11
FIGUERES,6.030685260261263,5.310739886546594,5.122474775851791,47043,12177,0,14.130274815835408,14.334402444246194,14.290421079141819,12
FIGUERES,6.436150368369428,5.583496308781699,5.385641194719711,47043,12638,0,14.503842808840215,14.585183639630015,14.525504097322239,12
FIGUERES,3.4965075614664802,5.881928660039675,5.636573724962751,47043,12676,0,14.660402949092958,14.685879409437572,14.603308936436852,12
FIGUERES,7.168579897264035,5.797576353942562,5.840641657373398,47088,12336,0,14.710722911893551,14.621111546967061,14.543937826133496,01
FIGUERES,7.223295679562314,6.258624983838966,6.25718854595731,47088,18800,0,14.522672432143034,14.378462388370323,14.394215891138053,01
FIGUERES,6.836259277277067,7.051855622955894,6.609686113643869,47088,11904,0,14.209893772580932,14.100248855498554,14.154635025782142,01
FIGUERES,6.07073772800249,7.197061032550016,6.834108738813838,47088,13481,0,13.977084375065377,13.865812227739914,13.889469494798774,01
FIGUERES,5.4510384535657,7.049254841255837,7.050556077613808,47088,11933,0,13.740590166207436,13.622060638349728,13.662406794589709,01
FIGUERES,5.198497031265826,6.52649485957079,6.9169627597330505,47088,13213,0,13.48756865049219,13.406779753858475,13.503214089938705,02
FIGUERES,4.8283137373023015,5.811140992976701,6.610696044717759,47088,14124,2,13.318885798732273,13.368313659700592,13.477168718459815,02
FIGUERES,4.709530201312334,5.337538079701318,6.099197246910864,47088,13303,0,13.415413047025009,13.542927224264407,13.572261743136561,02
FIGUERES,4.762173934797756,5.0369526024136295,5.497168225293202,47088,14913,0,13.656005042578172,13.741578512827097,13.65553758711797,02
FIGUERES,4.51085950651685,4.77912349311153,5.096812990337308,47088,12350,0,13.82040291318348,13.75674061304233,13.668713286848847,03
FIGUERES,4.0943445622221,4.74493212836325,4.901564199041894,47088,12900,0,13.688748197762871,13.59011850043183,13.594812782039359,03
FIGUERES,3.6375861597263857,4.653960350157523,4.718498871295094,47088,21168,0,13.480685775072422,13.401500588382206,13.441341464826758,03
FIGUERES,4.04305126783455,4.33729074083249,4.561740628060756,47088,18785,0,13.315501698147969,13.266494825926513,13.388165444195474,03
FIGUERES,3.9318256327243257,3.912023005428146,4.350277936359301,47088,19276,0,13.214961957462691,13.37465006780899,13.39628098922648,04
FIGUERES,3.5263605246161616,3.8815637979434374,4.135166556742356,47088,17544,0,13.51231450304196,13.511141340195945,13.430755103745284,04
FIGUERES,3.4657359027997265,4.007333185232471,3.960813169597578,47088,16198,0,13.509966799422171,13.483878887522687,13.449429907747408,04
FIGUERES,3.871201010907891,3.7727609380946383,3.828641396489095,47088,17443,0,13.457092124206074,13.383658238313492,13.356712531213256,04
FIGUERES,4.127134385045092,3.5263605246161616,3.7954891891721947,47088,18845,0,13.304401390739713,13.210986031308142,13.220377701401405,05
FIGUERES,4.2626798770413155,3.713572066704308,3.7436043538031827,47088,16512,0,13.107936542023126,13.025132669180238,13.071486202482127,05
FIGUERES,3.58351893845611,4.02535169073515,3.8066624897703196,47088,14842,0,12.934848237125152,12.909321787878227,12.987453698998287,05
FIGUERES,3.9889840465642745,4.212127597878484,3.993602992420569,47088,13797,0,12.88312663205494,12.94829924804165,13.09250185244093,05
FIGUERES,3.9318256327243257,3.9982007016691985,4.0118683403978626,47088,13869,0,13.009483031604026,13.24726530117011,13.34325925778104,05
FIGUERES,4.454347296253507,3.979681653901961,3.9889840465642745,47088,12910,0,13.782714152866872,13.896401385651526,13.92517069627041,06
FIGUERES,4.330733340286331,4.0163830207523885,3.926911617921897,47088,13872,0,13.99847313754093,14.155352431612203,14.143815399911771,06
FIGUERES,4.02535169073515,4.406719247264253,4.230476736546681,47088,13080,0,14.290925410001362,14.341996069308443,14.274081165967594,07
FIGUERES,2.1972245773362196,4.051784947803305,4.244917420701475,47088,14044,0,14.390584759019236,14.380197597182791,14.318781497747608,07
LA SEU D'URGELL,0.6931471805599453,0.6931471805599453,0.8109302162163288,12206,3374,0,7.579455264797127,7.8332132860492285,7.855055091764298,07
